date,product,region,channel,revenue,units,cost,profit
2024-01-07,Growth Pack,West,Online,173.25,14,90.31,82.94
2024-01-07,Growth Pack,West,Offline,47.88,3,20.75,27.13
2024-01-07,Starter Plan,North,Online,81.52,7,30.44,51.08
2024-01-07,Starter Plan,North,Offline,36.85,2,14.88,21.97
2024-01-07,Starter Plan,South,Online,106.26,6,41.0,65.26
2024-01-07,Starter Plan,South,Offline,29.98,1,14.15,15.83
2024-01-07,Starter Plan,East,Online,73.59,4,38.81,34.78
2024-01-07,Starter Plan,East,Offline,29.85,2,16.1,13.75
2024-01-07,Starter Plan,West,Online,84.32,7,33.13,51.19
2024-01-07,Starter Plan,West,Offline,40.67,3,20.34,20.33
2024-01-07,Add-ons,North,Online,67.66,5,35.05,32.61
2024-01-07,Add-ons,North,Offline,30.63,2,16.18,14.45
2024-01-07,Add-ons,South,Online,21.16,1,7.76,13.4
2024-01-07,Add-ons,South,Offline,31.03,2,16.46,14.57
2024-01-07,Add-ons,East,Online,50.67,3,26.54,24.13
2024-01-07,Add-ons,East,Offline,33.96,2,16.69,17.27
2024-01-07,Add-ons,West,Online,47.18,3,18.04,29.14
2024-01-07,Add-ons,West,Offline,51.25,3,25.57,25.68
2024-01-08,Enterprise Suite,North,Online,211.89,14,112.78,99.11
2024-01-08,Enterprise Suite,North,Offline,185.91,18,77.97,107.94
2024-01-08,Enterprise Suite,South,Online,163.13,11,66.96,96.17
2024-01-08,Enterprise Suite,South,Offline,129.54,7,64.57,64.97
2024-01-08,Enterprise Suite,East,Online,162.24,9,80.93,81.31
2024-01-08,Enterprise Suite,East,Offline,101.93,8,49.3,52.63
2024-01-08,Enterprise Suite,West,Online,220.5,18,80.03,140.47
2024-01-08,Enterprise Suite,West,Offline,117.05,11,51.6,65.45
2024-01-08,Growth Pack,North,Online,140.94,11,60.06,80.88
2024-01-08,Growth Pack,North,Offline,127.63,7,65.67,61.96
2024-01-08,Growth Pack,South,Online,149.28,10,78.58,70.7
2024-01-08,Growth Pack,South,Offline,72.47,6,36.26,36.21
2024-01-08,Growth Pack,East,Online,108.28,8,55.79,52.49
2024-01-08,Growth Pack,East,Offline,122.2,7,52.09,70.11
2024-01-08,Growth Pack,West,Online,130.61,12,55.66,74.95
2024-01-08,Growth Pack,West,Offline,84.97,8,34.5,50.47
2024-01-08,Starter Plan,North,Online,72.0,6,27.33,44.67
2024-01-08,Starter Plan,North,Offline,74.75,6,28.07,46.68
2024-01-08,Starter Plan,South,Online,52.93,3,26.7,26.23
2024-01-08,Starter Plan,South,Offline,39.77,2,14.96,24.81
2024-01-08,Starter Plan,East,Online,70.82,4,36.88,33.94
2024-01-08,Starter Plan,East,Offline,49.73,4,24.47,25.26
2024-01-08,Starter Plan,West,Online,90.21,6,40.19,50.02
2024-01-08,Starter Plan,West,Offline,35.89,2,16.27,19.62
2024-01-08,Add-ons,North,Online,66.14,4,28.82,37.32
2024-01-08,Add-ons,North,Offline,57.91,3,25.9,32.01
2024-01-08,Add-ons,South,Online,26.35,2,9.85,16.5
2024-01-08,Add-ons,South,Offline,37.95,2,16.33,21.62
2024-01-08,Add-ons,East,Online,29.92,2,12.83,17.09
2024-01-08,Add-ons,East,Offline,57.18,3,26.3,30.88
2024-01-08,Add-ons,West,Online,68.51,5,36.05,32.46
2024-01-08,Add-ons,West,Offline,32.52,2,15.88,16.64
2024-01-09,Enterprise Suite,North,Online,245.48,14,95.85,149.63
2024-01-09,Enterprise Suite,North,Offline,137.97,7,61.88,76.09
2024-01-09,Enterprise Suite,South,Online,204.06,19,96.26,107.8
2024-01-09,Enterprise Suite,South,Offline,94.88,7,41.85,53.03
2024-01-09,Enterprise Suite,East,Online,211.5,14,86.73,124.77
2024-01-09,Enterprise Suite,East,Offline,124.62,10,59.05,65.57
2024-01-09,Enterprise Suite,West,Online,249.21,18,133.61,115.6
2024-01-09,Enterprise Suite,West,Offline,123.3,8,49.88,73.42
2024-01-09,Growth Pack,North,Online,182.6,13,67.13,115.47
2024-01-09,Growth Pack,North,Offline,138.96,11,60.01,78.95
2024-01-09,Growth Pack,South,Online,150.09,8,75.62,74.47
2024-01-09,Growth Pack,South,Offline,80.06,5,41.42,38.64
2024-01-09,Growth Pack,East,Online,150.52,13,68.79,81.73
2024-01-09,Growth Pack,East,Offline,101.18,8,46.23,54.95
2024-01-09,Growth Pack,West,Online,175.36,11,66.49,108.87
2024-01-09,Growth Pack,West,Offline,100.54,6,39.97,60.57
2024-01-09,Starter Plan,North,Online,136.25,10,49.38,86.87
2024-01-09,Starter Plan,North,Offline,68.93,3,29.88,39.05
2024-01-09,Starter Plan,South,Online,102.44,8,46.38,56.06
2024-01-09,Starter Plan,South,Offline,34.88,2,16.57,18.31
2024-01-09,Starter Plan,East,Online,91.03,6,41.74,49.29
2024-01-09,Starter Plan,East,Offline,60.8,4,25.01,35.79
2024-01-09,Starter Plan,West,Online,108.47,7,55.58,52.89
2024-01-09,Starter Plan,West,Offline,67.91,3,30.99,36.92
2024-01-09,Add-ons,North,Online,95.47,6,48.62,46.85
2024-01-09,Add-ons,North,Offline,57.0,5,24.52,32.48
2024-01-09,Add-ons,South,Online,74.29,5,37.82,36.47
2024-01-09,Add-ons,South,Offline,64.17,5,33.01,31.16
2024-01-09,Add-ons,East,Online,61.73,6,29.94,31.79
2024-01-09,Add-ons,East,Offline,29.14,2,11.4,17.74
2024-01-09,Add-ons,West,Online,41.03,2,19.61,21.42
2024-01-09,Add-ons,West,Offline,61.74,4,28.33,33.41
2024-01-10,Enterprise Suite,North,Online,235.28,14,89.03,146.25
2024-01-10,Enterprise Suite,North,Offline,141.66,8,64.5,77.16
2024-01-10,Enterprise Suite,South,Online,220.04,18,96.86,123.18
2024-01-10,Enterprise Suite,South,Offline,131.46,7,62.54,68.92
2024-01-10,Enterprise Suite,East,Online,180.8,16,92.48,88.32
2024-01-10,Enterprise Suite,East,Offline,125.94,10,56.35,69.59
2024-01-10,Enterprise Suite,West,Online,242.92,22,127.68,115.24
2024-01-10,Enterprise Suite,West,Offline,146.98,12,76.23,70.75
2024-01-10,Growth Pack,North,Online,150.45,8,74.41,76.04
2024-01-10,Growth Pack,North,Offline,96.54,8,50.01,46.53
2024-01-10,Growth Pack,South,Online,123.13,12,45.04,78.09
2024-01-10,Growth Pack,South,Offline,92.48,5,48.22,44.26
2024-01-10,Growth Pack,East,Online,151.44,9,75.11,76.33
2024-01-10,Growth Pack,East,Offline,93.34,5,34.25,59.09
2024-01-10,Growth Pack,West,Online,176.32,12,92.33,83.99
2024-01-10,Growth Pack,West,Offline,100.34,7,46.54,53.8
2024-01-10,Starter Plan,North,Online,157.81,9,70.13,87.68
2024-01-10,Starter Plan,North,Offline,91.23,6,36.19,55.04
2024-01-10,Starter Plan,South,Online,84.24,6,41.0,43.24
2024-01-10,Starter Plan,South,Offline,81.66,6,43.29,38.37
2024-01-10,Starter Plan,East,Online,89.47,6,44.54,44.93
2024-01-10,Starter Plan,East,Offline,88.71,8,41.61,47.1
2024-01-10,Starter Plan,West,Online,113.66,6,42.99,70.67
2024-01-10,Starter Plan,West,Offline,92.62,7,40.95,51.67
2024-01-10,Add-ons,North,Online,44.06,4,23.22,20.84
2024-01-10,Add-ons,North,Offline,76.79,5,37.8,38.99
2024-01-10,Add-ons,South,Online,52.1,3,23.59,28.51
2024-01-10,Add-ons,South,Offline,40.27,2,17.55,22.72
2024-01-10,Add-ons,East,Online,78.53,6,41.54,36.99
2024-01-10,Add-ons,East,Offline,35.16,2,12.99,22.17
2024-01-10,Add-ons,West,Online,78.06,5,30.78,47.28
2024-01-10,Add-ons,West,Offline,52.88,3,27.42,25.46
2024-01-11,Enterprise Suite,North,Online,243.33,18,94.69,148.64
2024-01-11,Enterprise Suite,North,Offline,170.01,11,68.14,101.87
2024-01-11,Enterprise Suite,South,Online,216.4,14,106.39,110.01
2024-01-11,Enterprise Suite,South,Offline,171.36,10,75.76,95.6
2024-01-11,Enterprise Suite,East,Online,228.6,13,89.21,139.39
2024-01-11,Enterprise Suite,East,Offline,141.05,8,76.02,65.03
2024-01-11,Enterprise Suite,West,Online,250.62,22,90.86,159.76
2024-01-11,Enterprise Suite,West,Offline,158.85,14,65.94,92.91
2024-01-11,Growth Pack,North,Online,206.16,15,82.8,123.36
2024-01-11,Growth Pack,North,Offline,120.54,9,54.92,65.62
2024-01-11,Growth Pack,South,Online,164.75,12,62.53,102.22
2024-01-11,Growth Pack,South,Offline,114.34,8,47.72,66.62
2024-01-11,Growth Pack,East,Online,176.29,10,81.04,95.25
2024-01-11,Growth Pack,East,Offline,85.84,7,39.76,46.08
2024-01-11,Growth Pack,West,Online,194.03,13,80.61,113.42
2024-01-11,Growth Pack,West,Offline,130.78,11,50.66,80.12
2024-01-11,Starter Plan,North,Online,79.65,7,29.4,50.25
2024-01-11,Starter Plan,North,Offline,77.88,5,34.62,43.26
2024-01-11,Starter Plan,South,Online,84.18,5,41.12,43.06
2024-01-11,Starter Plan,South,Offline,46.68,3,24.92,21.76
2024-01-11,Starter Plan,East,Online,109.22,9,58.82,50.4
2024-01-11,Starter Plan,East,Offline,57.43,4,22.99,34.44
2024-01-11,Starter Plan,West,Online,116.95,10,54.94,62.01
2024-01-11,Starter Plan,West,Offline,76.68,5,28.85,47.83
2024-01-11,Add-ons,North,Online,64.46,3,33.7,30.76
2024-01-11,Add-ons,North,Offline,54.09,3,27.61,26.48
2024-01-11,Add-ons,South,Online,64.14,4,24.79,39.35
2024-01-11,Add-ons,South,Offline,49.7,2,21.03,28.67
2024-01-11,Add-ons,East,Online,96.34,8,39.96,56.38
2024-01-11,Add-ons,East,Offline,66.19,6,32.91,33.28
2024-01-11,Add-ons,West,Online,94.7,7,44.02,50.68
2024-01-11,Add-ons,West,Offline,51.65,3,21.53,30.12
2024-01-12,Enterprise Suite,North,Online,195.8,10,85.17,110.63
2024-01-12,Enterprise Suite,North,Offline,168.54,10,69.0,99.54
2024-01-12,Enterprise Suite,South,Online,202.88,11,81.53,121.35
2024-01-12,Enterprise Suite,South,Offline,180.65,15,88.2,92.45
2024-01-12,Enterprise Suite,East,Online,194.19,13,89.31,104.88
2024-01-12,Enterprise Suite,East,Offline,110.56,10,55.74,54.82
2024-01-12,Enterprise Suite,West,Online,227.33,14,110.81,116.52
2024-01-12,Enterprise Suite,West,Offline,178.47,12,86.47,92.0
2024-01-12,Growth Pack,North,Online,162.12,12,64.92,97.2
2024-01-12,Growth Pack,North,Offline,90.8,5,38.63,52.17
2024-01-12,Growth Pack,South,Online,137.51,7,72.36,65.15
2024-01-12,Growth Pack,South,Offline,114.68,6,49.42,65.26
2024-01-12,Growth Pack,East,Online,94.88,6,50.94,43.94
2024-01-12,Growth Pack,East,Offline,84.22,6,43.01,41.21
2024-01-12,Growth Pack,West,Online,144.06,9,67.22,76.84
2024-01-12,Growth Pack,West,Offline,106.34,6,49.81,56.53
2024-01-12,Starter Plan,North,Online,79.93,6,29.6,50.33
2024-01-12,Starter Plan,North,Offline,73.86,5,37.67,36.19
2024-01-12,Starter Plan,South,Online,95.8,7,42.45,53.35
2024-01-12,Starter Plan,South,Offline,45.25,4,17.96,27.29
2024-01-12,Starter Plan,East,Online,92.98,5,40.08,52.9
2024-01-12,Starter Plan,East,Offline,65.66,4,25.34,40.32
2024-01-12,Starter Plan,West,Online,125.22,9,48.14,77.08
2024-01-12,Starter Plan,West,Offline,45.62,2,16.81,28.81
2024-01-12,Add-ons,North,Online,77.44,4,29.13,48.31
2024-01-12,Add-ons,North,Offline,71.8,4,29.57,42.23
2024-01-12,Add-ons,South,Online,77.65,5,31.59,46.06
2024-01-12,Add-ons,South,Offline,42.09,2,20.63,21.46
2024-01-12,Add-ons,East,Online,58.06,3,30.89,27.17
2024-01-12,Add-ons,East,Offline,67.8,3,25.71,42.09
2024-01-12,Add-ons,West,Online,99.19,8,40.45,58.74
2024-01-12,Add-ons,West,Offline,58.06,5,29.55,28.51
2024-01-13,Enterprise Suite,North,Online,211.57,14,99.29,112.28
2024-01-13,Enterprise Suite,North,Offline,108.75,10,45.41,63.34
2024-01-13,Enterprise Suite,South,Online,191.94,16,76.56,115.38
2024-01-13,Enterprise Suite,South,Offline,126.38,10,60.61,65.77
2024-01-13,Enterprise Suite,East,Online,137.6,10,62.82,74.78
2024-01-13,Enterprise Suite,East,Offline,118.12,7,51.43,66.69
2024-01-13,Enterprise Suite,West,Online,180.41,12,87.57,92.84
2024-01-13,Enterprise Suite,West,Offline,145.4,11,63.77,81.63
2024-01-13,Growth Pack,North,Online,156.05,11,78.77,77.28
2024-01-13,Growth Pack,North,Offline,95.29,5,50.19,45.1
2024-01-13,Growth Pack,South,Online,107.82,9,49.91,57.91
2024-01-13,Growth Pack,South,Offline,105.58,8,47.65,57.93
2024-01-13,Growth Pack,East,Online,104.8,9,55.32,49.48
2024-01-13,Growth Pack,East,Offline,99.77,8,38.83,60.94
2024-01-13,Growth Pack,West,Online,157.52,9,57.64,99.88
2024-01-13,Growth Pack,West,Offline,79.26,7,29.61,49.65
2024-01-13,Starter Plan,North,Online,81.93,4,35.8,46.13
2024-01-13,Starter Plan,North,Offline,45.28,4,23.64,21.64
2024-01-13,Starter Plan,South,Online,65.9,5,31.51,34.39
2024-01-13,Starter Plan,South,Offline,68.46,3,30.61,37.85
2024-01-13,Starter Plan,East,Online,121.63,9,57.79,63.84
2024-01-13,Starter Plan,East,Offline,80.75,7,40.81,39.94
2024-01-13,Starter Plan,West,Online,65.41,4,29.71,35.7
2024-01-13,Starter Plan,West,Offline,52.69,3,19.94,32.75
2024-01-13,Add-ons,North,Online,83.17,6,44.88,38.29
2024-01-13,Add-ons,North,Offline,33.35,2,14.98,18.37
2024-01-13,Add-ons,South,Online,42.9,3,17.69,25.21
2024-01-13,Add-ons,South,Offline,33.04,2,15.16,17.88
2024-01-13,Add-ons,East,Online,45.34,3,21.3,24.04
2024-01-13,Add-ons,East,Offline,49.27,3,26.34,22.93
2024-01-13,Add-ons,West,Online,80.18,4,36.79,43.39
2024-01-13,Add-ons,West,Offline,63.35,5,33.83,29.52
2024-01-14,Enterprise Suite,North,Online,189.03,16,69.6,119.43
2024-01-14,Enterprise Suite,North,Offline,152.01,10,72.5,79.51
2024-01-14,Enterprise Suite,South,Online,164.11,10,63.96,100.15
2024-01-14,Enterprise Suite,South,Offline,121.12,9,52.8,68.32
2024-01-14,Enterprise Suite,East,Online,158.45,12,77.6,80.85
2024-01-14,Enterprise Suite,East,Offline,63.57,4,27.47,36.1
2024-01-14,Enterprise Suite,West,Online,219.03,14,96.64,122.39
2024-01-14,Enterprise Suite,West,Offline,132.03,8,57.32,74.71
2024-01-14,Growth Pack,North,Online,155.53,15,75.29,80.24
2024-01-14,Growth Pack,North,Offline,83.63,7,31.5,52.13
2024-01-14,Growth Pack,South,Online,140.74,12,72.35,68.39
2024-01-14,Growth Pack,South,Offline,62.55,4,29.95,32.6
2024-01-14,Growth Pack,East,Online,148.7,14,65.47,83.23
2024-01-14,Growth Pack,East,Offline,71.97,5,31.84,40.13
2024-01-14,Growth Pack,West,Online,136.0,8,57.91,78.09
2024-01-14,Growth Pack,West,Offline,81.43,7,36.35,45.08
2024-01-14,Starter Plan,North,Online,96.96,7,36.5,60.46
2024-01-14,Starter Plan,North,Offline,61.02,4,24.97,36.05
2024-01-14,Starter Plan,South,Online,87.11,6,34.83,52.28
2024-01-14,Starter Plan,South,Offline,78.13,6,36.0,42.13
2024-01-14,Starter Plan,East,Online,45.1,2,18.23,26.87
2024-01-14,Starter Plan,East,Offline,46.32,3,23.75,22.57
2024-01-14,Starter Plan,West,Online,76.45,6,40.72,35.73
2024-01-14,Starter Plan,West,Offline,81.58,4,33.56,48.02
2024-01-14,Add-ons,North,Online,44.98,3,16.71,28.27
2024-01-14,Add-ons,North,Offline,70.65,6,27.52,43.13
2024-01-14,Add-ons,South,Online,65.03,3,34.8,30.23
2024-01-14,Add-ons,South,Offline,73.26,5,29.17,44.09
2024-01-14,Add-ons,East,Online,45.89,2,23.05,22.84
2024-01-14,Add-ons,East,Offline,40.85,3,20.32,20.53
2024-01-14,Add-ons,West,Online,93.07,5,43.55,49.52
2024-01-14,Add-ons,West,Offline,47.22,2,21.6,25.62
2024-01-15,Enterprise Suite,North,Online,229.64,21,106.53,123.11
2024-01-15,Enterprise Suite,North,Offline,158.49,9,84.0,74.49
2024-01-15,Enterprise Suite,South,Online,202.3,11,78.28,124.02
2024-01-15,Enterprise Suite,South,Offline,105.93,10,52.9,53.03
2024-01-15,Enterprise Suite,East,Online,187.23,11,99.07,88.16
2024-01-15,Enterprise Suite,East,Offline,105.15,6,44.23,60.92
2024-01-15,Enterprise Suite,West,Online,204.8,12,89.79,115.01
2024-01-15,Enterprise Suite,West,Offline,146.45,12,76.06,70.39
2024-01-15,Growth Pack,North,Online,178.3,13,94.59,83.71
2024-01-15,Growth Pack,North,Offline,129.22,10,64.44,64.78
2024-01-15,Growth Pack,South,Online,116.5,8,57.09,59.41
2024-01-15,Growth Pack,South,Offline,101.79,8,36.93,64.86
2024-01-15,Growth Pack,East,Online,101.73,7,52.21,49.52
2024-01-15,Growth Pack,East,Offline,95.71,8,40.71,55.0
2024-01-15,Growth Pack,West,Online,154.09,9,70.68,83.41
2024-01-15,Growth Pack,West,Offline,102.81,6,42.08,60.73
2024-01-15,Starter Plan,North,Online,97.69,7,46.79,50.9
2024-01-15,Starter Plan,North,Offline,92.74,7,45.66,47.08
2024-01-15,Starter Plan,South,Online,69.52,4,33.35,36.17
2024-01-15,Starter Plan,South,Offline,68.96,5,36.03,32.93
2024-01-15,Starter Plan,East,Online,111.13,9,50.3,60.83
2024-01-15,Starter Plan,East,Offline,62.54,5,25.86,36.68
2024-01-15,Starter Plan,West,Online,125.81,9,66.84,58.97
2024-01-15,Starter Plan,West,Offline,61.06,4,26.97,34.09
2024-01-15,Add-ons,North,Online,94.52,5,45.85,48.67
2024-01-15,Add-ons,North,Offline,18.28,1,9.85,8.43
2024-01-15,Add-ons,South,Online,48.51,4,21.07,27.44
2024-01-15,Add-ons,South,Offline,5.0,1,2.66,2.34
2024-01-15,Add-ons,East,Online,54.56,4,22.37,32.19
2024-01-15,Add-ons,East,Offline,5.02,1,2.32,2.7
2024-01-15,Add-ons,West,Online,86.91,4,35.6,51.31
2024-01-15,Add-ons,West,Offline,58.63,3,28.6,30.03
2024-01-16,Enterprise Suite,North,Online,243.93,14,97.44,146.49
2024-01-16,Enterprise Suite,North,Offline,179.11,10,67.75,111.36
2024-01-16,Enterprise Suite,South,Online,204.26,16,103.74,100.52
2024-01-16,Enterprise Suite,South,Offline,109.36,8,52.69,56.67
2024-01-16,Enterprise Suite,East,Online,214.02,19,85.73,128.29
2024-01-16,Enterprise Suite,East,Offline,127.67,7,61.91,65.76
2024-01-16,Enterprise Suite,West,Online,230.7,14,109.75,120.95
2024-01-16,Enterprise Suite,West,Offline,159.82,13,62.3,97.52
2024-01-16,Growth Pack,North,Online,138.72,9,58.36,80.36
2024-01-16,Growth Pack,North,Offline,116.28,8,54.57,61.71
2024-01-16,Growth Pack,South,Online,194.17,13,75.32,118.85
2024-01-16,Growth Pack,South,Offline,90.81,6,39.61,51.2
2024-01-16,Growth Pack,East,Online,132.11,9,50.26,81.85
2024-01-16,Growth Pack,East,Offline,83.95,5,37.99,45.96
2024-01-16,Growth Pack,West,Online,126.53,11,64.09,62.44
2024-01-16,Growth Pack,West,Offline,129.87,8,57.64,72.23
2024-01-16,Starter Plan,North,Online,126.66,7,48.11,78.55
2024-01-16,Starter Plan,North,Offline,89.86,8,48.45,41.41
2024-01-16,Starter Plan,South,Online,84.7,5,37.32,47.38
2024-01-16,Starter Plan,South,Offline,34.01,2,13.4,20.61
2024-01-16,Starter Plan,East,Online,83.3,4,33.85,49.45
2024-01-16,Starter Plan,East,Offline,79.67,4,40.69,38.98
2024-01-16,Starter Plan,West,Online,116.77,9,55.77,61.0
2024-01-16,Starter Plan,West,Offline,57.68,3,29.71,27.97
2024-01-16,Add-ons,North,Online,88.71,5,46.76,41.95
2024-01-16,Add-ons,North,Offline,42.47,2,22.25,20.22
2024-01-16,Add-ons,South,Online,56.53,3,25.47,31.06
2024-01-16,Add-ons,South,Offline,55.37,5,25.19,30.18
2024-01-16,Add-ons,East,Online,64.25,4,34.6,29.65
2024-01-16,Add-ons,East,Offline,46.99,3,24.16,22.83
2024-01-16,Add-ons,West,Online,69.74,5,28.61,41.13
2024-01-16,Add-ons,West,Offline,66.33,3,31.12,35.21
2024-01-17,Enterprise Suite,North,Online,272.18,19,125.97,146.21
2024-01-17,Enterprise Suite,North,Offline,161.6,13,61.97,99.63
2024-01-17,Enterprise Suite,South,Online,224.3,14,86.61,137.69
2024-01-17,Enterprise Suite,South,Offline,184.99,13,91.0,93.99
2024-01-17,Enterprise Suite,East,Online,197.33,11,73.85,123.48
2024-01-17,Enterprise Suite,East,Offline,121.56,7,48.73,72.83
2024-01-17,Enterprise Suite,West,Online,232.22,13,85.27,146.95
2024-01-17,Enterprise Suite,West,Offline,154.83,10,57.89,96.94
2024-01-17,Growth Pack,North,Online,196.14,13,71.24,124.9
2024-01-17,Growth Pack,North,Offline,122.55,11,65.45,57.1
2024-01-17,Growth Pack,South,Online,141.56,9,68.13,73.43
2024-01-17,Growth Pack,South,Offline,115.16,9,45.28,69.88
2024-01-17,Growth Pack,East,Online,142.26,9,70.55,71.71
2024-01-17,Growth Pack,East,Offline,112.71,7,42.86,69.85
2024-01-17,Growth Pack,West,Online,185.56,12,71.05,114.51
2024-01-17,Growth Pack,West,Offline,135.88,8,54.39,81.49
2024-01-17,Starter Plan,North,Online,138.26,8,70.71,67.55
2024-01-17,Starter Plan,North,Offline,98.16,8,46.69,51.47
2024-01-17,Starter Plan,South,Online,95.16,7,41.53,53.63
2024-01-17,Starter Plan,South,Offline,68.2,5,29.32,38.88
2024-01-17,Starter Plan,East,Online,119.47,11,63.98,55.49
2024-01-17,Starter Plan,East,Offline,60.79,5,31.62,29.17
2024-01-17,Starter Plan,West,Online,155.62,9,59.93,95.69
2024-01-17,Starter Plan,West,Offline,77.88,5,38.85,39.03
2024-01-17,Add-ons,North,Online,107.31,8,43.96,63.35
2024-01-17,Add-ons,North,Offline,50.47,3,22.79,27.68
2024-01-17,Add-ons,South,Online,73.16,4,38.46,34.7
2024-01-17,Add-ons,South,Offline,75.88,6,39.46,36.42
2024-01-17,Add-ons,East,Online,48.72,4,21.37,27.35
2024-01-17,Add-ons,East,Offline,52.59,4,21.77,30.82
2024-01-17,Add-ons,West,Online,40.12,2,19.56,20.56
2024-01-17,Add-ons,West,Offline,57.63,4,29.54,28.09
2024-01-18,Enterprise Suite,North,Online,256.42,18,118.96,137.46
2024-01-18,Enterprise Suite,North,Offline,148.49,9,54.55,93.94
2024-01-18,Enterprise Suite,South,Online,259.22,19,135.59,123.63
2024-01-18,Enterprise Suite,South,Offline,157.78,11,62.35,95.43
2024-01-18,Enterprise Suite,East,Online,198.91,14,103.63,95.28
2024-01-18,Enterprise Suite,East,Offline,144.11,10,74.38,69.73
2024-01-18,Enterprise Suite,West,Online,202.1,11,85.91,116.19
2024-01-18,Enterprise Suite,West,Offline,146.84,8,68.32,78.52
2024-01-18,Growth Pack,North,Online,218.41,16,81.96,136.45
2024-01-18,Growth Pack,North,Offline,83.07,6,38.15,44.92
2024-01-18,Growth Pack,South,Online,168.97,11,63.15,105.82
2024-01-18,Growth Pack,South,Offline,105.1,7,41.5,63.6
2024-01-18,Growth Pack,East,Online,160.24,11,67.84,92.4
2024-01-18,Growth Pack,East,Offline,96.57,6,36.19,60.38
2024-01-18,Growth Pack,West,Online,132.57,11,56.95,75.62
2024-01-18,Growth Pack,West,Offline,125.17,8,60.6,64.57
2024-01-18,Starter Plan,North,Online,108.22,7,41.99,66.23
2024-01-18,Starter Plan,North,Offline,104.04,7,48.48,55.56
2024-01-18,Starter Plan,South,Online,135.27,10,65.77,69.5
2024-01-18,Starter Plan,South,Offline,72.61,4,35.86,36.75
2024-01-18,Starter Plan,East,Online,143.58,12,52.14,91.44
2024-01-18,Starter Plan,East,Offline,33.21,2,12.66,20.55
2024-01-18,Starter Plan,West,Online,125.91,9,46.01,79.9
2024-01-18,Starter Plan,West,Offline,85.36,5,35.95,49.41
2024-01-18,Add-ons,North,Online,74.18,4,38.58,35.6
2024-01-18,Add-ons,North,Offline,60.23,3,25.9,34.33
2024-01-18,Add-ons,South,Online,84.11,7,33.38,50.73
2024-01-18,Add-ons,South,Offline,33.21,2,12.38,20.83
2024-01-18,Add-ons,East,Online,96.05,7,49.2,46.85
2024-01-18,Add-ons,East,Offline,40.36,3,14.98,25.38
2024-01-18,Add-ons,West,Online,127.08,8,57.94,69.14
2024-01-18,Add-ons,West,Offline,72.17,4,27.23,44.94
2024-01-19,Enterprise Suite,North,Online,250.29,19,121.99,128.3
2024-01-19,Enterprise Suite,North,Offline,144.38,8,55.76,88.62
2024-01-19,Enterprise Suite,South,Online,211.08,17,89.04,122.04
2024-01-19,Enterprise Suite,South,Offline,136.11,11,53.89,82.22
2024-01-19,Enterprise Suite,East,Online,177.96,12,89.08,88.88
2024-01-19,Enterprise Suite,East,Offline,107.52,6,52.86,54.66
2024-01-19,Enterprise Suite,West,Online,265.37,26,142.72,122.65
2024-01-19,Enterprise Suite,West,Offline,167.84,12,77.86,89.98
2024-01-19,Growth Pack,North,Online,175.77,15,77.39,98.38
2024-01-19,Growth Pack,North,Offline,111.29,6,43.02,68.27
2024-01-19,Growth Pack,South,Online,158.48,10,67.35,91.13
2024-01-19,Growth Pack,South,Offline,105.89,8,51.49,54.4
2024-01-19,Growth Pack,East,Online,170.39,16,61.45,108.94
2024-01-19,Growth Pack,East,Offline,91.1,7,42.01,49.09
2024-01-19,Growth Pack,West,Online,170.15,13,66.88,103.27
2024-01-19,Growth Pack,West,Offline,110.71,6,50.15,60.56
2024-01-19,Starter Plan,North,Online,99.85,5,53.83,46.02
2024-01-19,Starter Plan,North,Offline,113.03,9,52.17,60.86
2024-01-19,Starter Plan,South,Online,120.23,7,59.93,60.3
2024-01-19,Starter Plan,South,Offline,60.87,4,29.5,31.37
2024-01-19,Starter Plan,East,Online,125.45,9,50.78,74.67
2024-01-19,Starter Plan,East,Offline,61.02,3,32.03,28.99
2024-01-19,Starter Plan,West,Online,84.86,5,30.87,53.99
2024-01-19,Starter Plan,West,Offline,82.14,4,43.75,38.39
2024-01-19,Add-ons,North,Online,65.24,4,28.07,37.17
2024-01-19,Add-ons,North,Offline,14.81,1,5.42,9.39
2024-01-19,Add-ons,South,Online,93.51,8,44.85,48.66
2024-01-19,Add-ons,South,Offline,64.43,6,25.05,39.38
2024-01-19,Add-ons,East,Online,75.8,6,35.96,39.84
2024-01-19,Add-ons,East,Offline,21.75,1,11.13,10.62
2024-01-19,Add-ons,West,Online,76.61,4,35.84,40.77
2024-01-19,Add-ons,West,Offline,34.16,2,13.9,20.26
2024-01-20,Enterprise Suite,North,Online,238.69,14,104.5,134.19
2024-01-20,Enterprise Suite,North,Offline,168.14,16,72.13,96.01
2024-01-20,Enterprise Suite,South,Online,206.07,12,91.98,114.09
2024-01-20,Enterprise Suite,South,Offline,146.77,9,54.93,91.84
2024-01-20,Enterprise Suite,East,Online,199.3,12,93.54,105.76
2024-01-20,Enterprise Suite,East,Offline,115.18,7,55.99,59.19
2024-01-20,Enterprise Suite,West,Online,227.65,20,119.24,108.41
2024-01-20,Enterprise Suite,West,Offline,146.8,11,71.77,75.03
2024-01-20,Growth Pack,North,Online,156.58,13,74.45,82.13
2024-01-20,Growth Pack,North,Offline,99.44,9,47.61,51.83
2024-01-20,Growth Pack,South,Online,115.52,11,42.06,73.46
2024-01-20,Growth Pack,South,Offline,106.07,10,55.91,50.16
